,title,price,nbn,address,text,area,type,lattitude,longitude
1174,"21-25, 20 Briens Road, Northmead, NSW 2152 - EOI - Offices ",EOI - Contact Agent,Service Available - Fibre to the building (FTTB),"20 Briens Road, Northmead, NSW","Situated less than 5km from Parramatta CBD and backing The Junction Retail Estate, this commercial space has high levels of exposure to Briens Road with easy access to James Ruse Drive, Cumberland Highway and M2/M7 motorways.
Excellent potential investment opportunity or owner occupier to move straight in.
Other features include:
* Easy access
* Separate amenities throughout
* Basement parking
* Suit a variety of users
Outgoings (for 5 lots):
Water - $970.00 per quarter
Council - $1,610.40 per quarter
Strata - $3,918.00 per quarter",69m² - 505m²,Retail,-33.7929812,150.9962066
1175,"Unit 3 /74 Moss Street, Slacks Creek, QLD 4127 - For Sale - Retail ","$450,000 + GST",Not Currently Available,"74 Moss Street, Slacks Creek, QLD","- Total area 168 sqm*
- Downstairs showroom / warehouse 137 sqm*
- Upstairs mezzanine office 31 sqm*
- Full glass frontage
- Roller door access at rear
- Shared onsite amenities
- 6 Allocated car parks - 4 at the front of the building 2 at rear
- Excellent exposure and signage to Moss St
- Minutes to M1 20 min to Brisbane and 40 min to Gold Coast
- Also available for lease
Conditions apply
(approximately*)",168m²,Showrooms,-27.620887,153.124246
1176,"10, 63 Annerley Road, Woolloongabba, QLD 4102 - For Sale - Offices - ID: 352343",Contact Exclusive Agent,N/A,"63 Annerley Road, Woolloongabba, QLD","* Quality 83m2 city fringe office
* Ideal for owner occupiers
* Sought after location
* Priced to sell - $360,000 (plus GST if applicable)
Located in the heart of Woolloongabba in this prime city fringe location is this affordable first level office. Close to hospitals and the CBD this property is ideal for the professional user. The 83m2 strata incorporates a reception, main office, boardroom, open plan work area and kitchenette. Additionally there is one exclusive car bay.
For further information or to arrange an inspection please contact our exclusive agent Robert Finlay.
Ref: 9038",83m²,NaN,-27.4886469,153.0278653
1177,"Units 1-3/74 Moss Street, Slacks Creek, QLD 4127 - For Sale - Retail ",Contact Agent,Not Currently Available,"74 Moss Street, Slacks Creek, QLD","- Showroom / Warehouse - areas ranging from 134m2* - 538m2*
- Units can be purchased individually or in any combination
- $450,000 + GST for each unit
- Well presented with full glass frontage
- Mezzanine office and storage areas
- Roller door access at rear
- Shared amenities
- Each unit has dedicated parking for 6 vehicles - 4 at the front and 2 at the rear
- Excellent signage opportunity to Moss St
- Minutes to M1 20 min to Brisbane and 40 min to Gold Coast
- Also available for Lease
Conditions apply
(Approximately *)",134m² - 538m²,Showrooms,-27.620887,153.124246
1178,"2/1 Glenelg Place, Connolly, WA 6027 - For Sale - Offices ","$390,000 + GST",Service Available - Hybrid Fibre Coaxial (HFC),"1 Glenelg Place, Connolly, WA","Ray White Commercial (WA) have pleasure in presenting this prime tenancy with huge potential for sale.
This 121sqm* flexible premises can be used as a professional office, medical suite or a shop and is a rare opportunity found in the rapidly developing Connolly commercial precinct.
The premises is at the forefront of this complex which is planned to be developed into a multi commercial shopping medical and child care zone.
There are over 100* car bays in this ample parking area for use, along with other well-established businesses, a planned child care centre and possible new medical facility.
The site has the Mitchell Freeway on its doorstep, flanked by the Joondalup resort and is midway between Whitfords and Joondalup shopping complexes.
Key features include:
- Front position with great exposure
- Multiple fitted offices
- Separate meeting room or consulting room
- Kitchen area
- Male and Female complex toilets
Sale price: $390,000 + GST
*Property is currently leased on a 1 year term till May 2021 + 3 x 1 year options.
*approximate
For more information and to schedule a viewing, please contact:
Lachlan Burrows
M: 0499 552 296
E: lachlan.burrows@raywhite.com
Ray White Commercia (WA)",121m²,Medical,-31.7532187,115.7513251
1179,"Level 2, 1 Bryant Drive, Tuggerah, NSW 2259 - Sale / Lease - Offices - ID: 370501",Contact Agent,Service Available - Fibre to the node (FTTN),"1 Bryant Drive, Tuggerah, NSW","The Centre of Excellence is the Central Coasts most inspired commercial tower, the number 1 choice for corporate occupiers seeking professional space located between Sydney and Newcastle.
The building is highly regarded for its exceptional design and quality as well as recognition as being the corporate HQ for the Central Coast Mariners soccer club.
The property is positioned on the corner of Bryant Drive and Wyong Road which provides direct accessibility from the M1 Motorway.
All units have dedicated parking spaces on title.
Tuggerah Super Centre - directly opposite.
Westfield Tuggerah - Less than 2 minutes away.
Tuggerah Railway Station - 800 metres.
4 brand new units available offering opportunities between 117sqm – 478sqm.",117m² - 478m²,NaN,-33.3128479,151.4234846
1180,"1/97 George Street, Kippa-Ring, QLD 4021 - For Sale - Medical ",Contact Agent,Service Available - Fibre to the building (FTTB),"97 George Street, Kippa-Ring, QLD","Situated within the Peninsula Specialist Centre in Kippa Ring this medical suite underwent a full internal renovation in recent years making this a stylish and modern facility. Presently leased as medical rooms to five allied health and specialist medical practitioners, this suite provides some risk diversity having multiple tenants in place.
A majority of the leases, have been renewed for three years and tenants include Sullivan Nicholaides Pathology, sleep disorder treatment rooms, Respiratory & Sleep Physician and General Medicine Physician/Specialist, physio and a cardiologist. Presently the property produces a net income of $81,439. Some of the features of the suite includes the following:
Approximately 193m2 with full ducted air conditioning that was replaced during renovations
Duel access into two reception areas at front and rear with waiting rooms
Capacity to split office into two suites
Seven consulting rooms and two offices
Kichenette and internal amenities
External exposure to the car park and main road with great signage opportunities
Located within a fully dedicated specialist centre with up to 20 suites and a Healthscope private hospital
This investment property with well established medical practitioners as tenants represents a great opportunity for you to add to your investment portfolio. For more information including an information memorandum or to arrange inspection contact Steve Isakka today.",193m²,Offices,-27.2301539,153.0927446
1181,"18/9 Trickett Street, Surfers Paradise, QLD 4217 - Auction 20/08/2020 - Retail - ID: 370034","Auction - Thursday, 20th August 2020 at 11am",Service Available - Fibre to the building (FTTB),"9 Trickett Street, Surfers Paradise, QLD","Jackson Rameau from Ray White Commercial Gold Coast, as the exclusive marketing agent, is pleased to present an opportunity not to be missed in the heart of Surfers Paradise on the Gold Coast.
Just over 50 meters from the Surfers Paradise beach is this 20m2* retail/office unit that is currently leased to a reliable and well known electric scooter company. This properties complex offers ample car parking, facilities and dual access to two major streets.
Below are a few key aspects of the property:
- 20m2* NLA in prime, multi-tenanted complex
- Bidding to start at just $70,000
- Communal bathroom and facilities with ample car parking
- Just 50m* from the Surfers Paradise beach
- Just 300m* to the well known Q1 Surfers Paradise building
- Current income of $10,920* p.a + rates + water incl. body corporate
- Currently on a 6 month lease with an already signed new 6 month lease commencing in a few months time
- Absolutely must be sold at auction if not sold before
- Do not miss out on this bargain buying opportunity
For more information, a private inspection or the property video, please contact the exclusive marketing agent, Jackson Rameau on 0438 451 112.
*Approximately
Disclaimer:
Ray White has not independently checked any of the information we merely pass on. We make no comment on and give no warranty as to the accuracy of the information contained in this document which does not constitute all or any part of any offer or contract by the recipient. Prospective purchasers / lessees must rely on their own enquiries and should satisfy themselves as to the truth or accuracy of all information given by their own inspections, searches, inquiries, advices or as is otherwise necessary. No duty of care is assumed by Orchid Avenue Realty trading as Ray White Surfers Paradise Commercial divisions toward the recipient with regard to the use of this information and all information given is given without responsibility.",20m²,NaN,-28.003751,153.430445
1182,"37/97 Creek Street, Brisbane City, QLD 4000 - Sale / Lease - Offices - ID: 372830","For Sale, Contact Agent",Service Available - Fibre to the building (FTTB),"97 Creek Street, Brisbane City, QLD","97 Creek Street is a 16-storey office building offering with a variety of ground floor retail and secure basement car parking. Situated on the edge of the Golden Triangle, Lot 37, 97 Creek Street provides either the opportunity to buy at a low point in the cycle with historically low cost of debt or rent at an unbeatable rate for prime Brisbane CBD office space. With a side-core design that allows for easy subdivision, this bite size suite benefits from lift frontage and significant natural light (both rare qualities for a tenancy of this size), sitting well above the heritage listed property next door.",53m²,NaN,-27.4663366,153.0284447
1183,"44 High St, Shepparton, VIC 3630 - For Sale - Offices - ID: 360677","$510,000 + GST",Service Available - Fibre to the premises (FTTP),"44 High St, Shepparton, VIC","An absolute centrally located split level office complex, across the road from the new Court House and CBA Shepparton. Boasting split system airconditioning to offices, kitchenette, toilets and board room. Currently rented @ $24,000 per annum +GST & Outgoings. It truely is a superb location.
Property Code: 2866",157m²,NaN,-36.3813545,145.3996643
1184,"1335 North Rd, Huntingdale, VIC 3166 - For Sale - Industrial ","$820,000 - $850,000",Build Commenced,"1335 North Rd, Huntingdale, VIC","Ray White Commercial Victoria is delighted to present to the market 1335 North Road, Huntingdale.
This versatile property benefits from its high exposure & street frontage location on busy North Road. The subject property, being recently renovated throughout including new roof and tenanted with LMCT approval, presenting an exceptional opportunity to acquire an industrial property in one of Melbourne's most highly-sought after and well established industrial suburbs and moments from Oakleigh's industrial precinct.
The property adds further value as it suitable for a variety of uses and further development in the future (STCA) giving one savvy occupier or investor the unique opportunity to purchase in a prominent and tightly held location.
Access to the property is serviced by major arterials such as North Road, Dandenong Road (Princes Highway), Huntingdale Road as well as Clayton Road & the Monash Freeway (M1). Public transport to the property is in abundance with busses & trains stopping at the newly constructed Huntingdale Station less than 500m* away.
Property Features:
- Total land area | 360m2 approx.
- Total building area | 180m2 approx.
- Lock-up rear yard
- 3 phase power
- Dual roller door access
- Two (2) on-site car spaces on title plus further secure parking at rear
- Property has an LMCT licence making it very desirable to the auto trade.
- Industrial 1 Zone (IN1Z)
- Currently returning $40,000 p/a Net
- Two (2) year lease commenced 1st June, 2019
- Four (4) further options of two (2) years each
- Tenant happy to vacate with 60 day notice
PRICE UPON APPLICATION
George Kelepouris | 0425 798 677
Theo Karkanis | 0431 391 035
*All areas and figures approx only. All boundaries are indicative only. All precaution has been taken to establish the accuracy of all information but does not constitute any representation by the Vendor or Agents.",180m²,Retail,-37.9119251,145.1090056
1185,"8, 14 Coghlan Street, Djugun, WA 6725 - For Sale - Offices - ID: 294878","$499,000 + GST",Service Available,"14 Coghlan Street, Djugun, WA","Positioned close to the airport and Chinatown this prime commercial space is located on the first floor with 203sqm and three car parking bays. Easily adaptable to a variety of businesses this property could easily fulfill so many requirements including therapy, massage or doctors surgery.
Well-presented, the property features a large air conditioned open plan zone (154 sqm) which can be separated into individual offices if required or kept as is for a retail display or meeting facilities. There is a welcoming deck and reception area at the entry to the office, as well as four individual air conditioned offices with built in desks, vertical blinds and water plumbed to each office.
The property includes a well-appointed kitchenette to service the offices. Beautifully presented with unmarked paintwork and carpets (except the individual offices which have knight plank flooring), it's not hard to see the possibility of utilising this space for your business.
-Great location with airport & chinatown close by
-203sqm First Floor air conditioned space
-Open plan with reception PLUS four individual offices
-Includes kitchenette & private ablutions
-Front decking with views of the airport
-Three car parking bays included
-Being sold with vacant possession
-Shire Rates $7,484.52 pa | Water Rates $1,261.69 pa
-Strata Levies $6,990.00 pa
-Lot size 203sqm
Owners say sell!",154m²,NaN,-17.9534725,122.2377546
1186,"Unit 1/8 Paxton St, Springwood, QLD 4127 - For Sale - Offices ","$650,000 + GST",Service Available - Hybrid Fibre Coaxial (HFC),"8 Paxton St, Springwood, QLD","Total area 146m2*
Air-conditioned throughout
Amenities onsite
Kitchenette
Ample onsite parking and on street parking
Signage opportunity
Just minutes from Bus Terminal and major Shopping Centres
Available now for Lease and Sale
Contact agent",146m²,Retail,-27.6172624,153.1268107
1187,"11 & 12 / 12 Lawrence Drive, Nerang, QLD 4211 - For Sale - Industrial ",Contact Agent,Not Currently Available,"12 Lawrence Drive, Nerang, QLD","The Jared Johnson & Lachlan Marshall Team are proud to offer this incredible opportunity for you to secure one or both functional, refurbished warehouses. Strategically positioned on Nerang's busiest and most high profile streets these properties are an owner occupiers dream or the perfect first investment.
Quick access to both North & South bound entry points to M1 Pacific Motorway & Surrounded by National and Multinational businesses within one of the Gold Coast's most central Commercial & Industrial estates.
Our vendor is extremely motivated and has given very clear instructions to sell both units.
Unit 11 Features
* Tenanted investment - brand new 2 year lease commencing 1st March 2020.
* 1 Year option
* $36,000pa + GST
* 184m2* Ground floor area + additional mezzanine
* High clearance functional warehouse / high quality office / reception
* Electric industrial height roller door
* 3 exclusive use car parks
* 3 phase power
* Zone controlled ducted air conditioning throughout office
* Executive Boardroom
* Very tightly held area with minimal vacancy
* Perfect for a small/medium business looking to capitalise on this prime location
Unit 12 Features
* Tenanted investment
* New 3 Year lease
* Quality tenant
* Significant holding income
* High clearance functional warehouse / high quality office / reception
* Zone controlled ducted air conditioning throughout office
* Industrial height roller door
* 3 exclusive use car parks
* Perfect entry level investment or to add to your SMSF
*approx.
Please contact the listing agent for more details by clicking on the link above.
This property is being sold by auction or without a price and therefore a price guide cannot be provided. The website may have filtered the property into a price bracket for website functionality purposes
Disclaimer:
Ray White has not independently checked any of the information we merely pass on. We make no comment on and give no warranty as to the accuracy of the information contained in this document which does not constitute all or any part of any offer or contract by the recipient. Prospective purchasers / lessees must rely on their own enquiries and should satisfy themselves as to the truth or accuracy of all information given by their own inspections, searches, inquiries, advices or as is otherwise necessary. No duty of care is assumed by Orchid Avenue Realty trading as Ray White Surfers Paradise Commercial divisions toward the recipient with regard to the use of this information and all information given is given without responsibility.",184m² - 368m²,Offices,-28.00202,153.342543
1188,"117 Old Pittwater Road, Brookvale, NSW 2100 - Sale / Lease - Offices - ID: 198890","From $25,000 Lease or $360,000 Sale",Service Available,"117 Old Pittwater Road, Brookvale, NSW","Various suites available for lease, or sale – if you want to become part of this thriving business community, get in contact with us to find out more.
Details
• For Lease - net rents from $25,000 - $220,000 per annum
• For Sale from $370,000 - $3,200,000 excluding GST.
• Investment from 6.5% net return.
• Areas from 45 - 436 sqm.
• Ample visitor parking.
What makes this complex different?
Lifestyle Working is not your typical commercial development. With an innovative design concept, it encompasses sustainable principles, the natural environment and the lifestyle of the Northern Beaches. It is the first strata building to receive a 5 ½ star energy and 6 star NABERS rating in NSW.
The varied types of occasional and formal meeting points create activity and vitality within the building. The design and layout enhance the amount of natural light and air flow throughout the complex. But its not just the design and functionality that makes Lifestyle Working different it is all the extras that come included.
There is:
• The heated lap pool – have a swim before work or at lunch time or after work.
• The high-tech meeting rooms fully fitted for presentations – you don’t need to waste space or fitout meeting rooms just choose the one that suits your meeting needs from 4 people to 20 people.
• Ample visitor parking so that your clients can come to meet with you easily.
• Common break out areas – you don’t need to go far to find a nice spot to have your lunch or have an informal meeting. If you just want to get out of the office and work outside for a while you will find the space here.
• With the latest WIFI technology internet access is available throughout the central common areas of the building at no extra cost. Additionally each tenancy has the internet connected with its own IP address.
Please contact Rob or Leigh to request more information or to arrange an inspection:",45m² - 430m²,NaN,-33.7667784,151.2627802
1189,"70 Capella Street, Clermont, QLD 4721 - For Sale - Hotel/Leisure - ID: 372987",Please Contact Agent,Service Available - Fibre to the node (FTTN),"70 Capella Street, Clermont, QLD","- Well-presented country hotel with three (3) street frontage situated on a land holding of 2,753sq m
- Centrally located within the township of Clermont, a major hub for the mining activity in the region
- A countercyclical opportunity providing strong upside via the expected workforce demand of the regions mining activity & expansion
- A yielding freehold opportunity suited to corporate groups, multi-venue operators and owner operators
- Facilities comprise two (2) bars, gaming room (21 EGMs), function room, restaurant, drive through bottleshop, 14 accommodation rooms and a manager’s residence",1m²,NaN,-22.8250035,147.639756
1190,"Ground Unit 2 14-16 Dundas Court, Phillip, ACT 2606 - Sale / Lease - Offices - ID: 369204","$750,000",Not Currently Available,"2 14-16 Dundas Court, Phillip, ACT","Phillips is an industrial and trades area. Located on the busy court. This unit has access from the front and rear to the secure yard area.
FOR SALE OR LEASE:
Here is an opportunity to purchase your own ground floor unit space in Phillip. These opportinities dont often come around.
Ground floor Unit 2 offers a large open plan work space with front and rear door access and an opportunity for two rear on-site carparks.
Features:
- 176m2 Office space
- Two internal offices with 2 toilets and a shower.
- Carpeted throughout with a high ceiling grid (if the tiles are removed).
- This will suit retail, office, industrial, medical, shop, food.
*** Outgoings: Rates- $8,800 Water & Sewerage: $660 Body Corporate: $91
Contact: David Grimmond- 0406 376 697
stay connected",176m²,NaN,-35.3539008,149.0878085
1191,"22/108 Old Pittwater Road, Brookvale, NSW 2100 - Auction 23/07/2020 - Industrial - ID: 367668",Contact Agent,Service Available - Fibre to the node (FTTN),"108 Old Pittwater Road, Brookvale, NSW","Upstate Commercial as exclusive agents are proud to present 22/108 Old Pittwater Road, Brookvale for Sale by Public Auction.
This is a rare opportunity to secure a modern high clearance warehouse in one of the fastest growing industrial precincts on the fashionable Northern Beaches. This sized warehouse suits a large number of small to medium sized businesses, therefore warehouses like these are in high demand for both potential tenants and investors alike. Invest with the current tenant in place and/or occupy in the future.
* Total area 127sqm (Warehouse 100sqm - mezzanine 27sqm)
* 2 car spaces directly out the front of the warehouse
* 6.5 metre high clearance warehouse
* 5.5 metre electric roller shutter door
* 20 foot container access
* Translucent sheet skylights
* Excellent natural light
* Personnel door access
* Air-conditioned Office
* Shared M&F amenities
* Outgoings PA approx $5,956
TENANT DETAILS
* 1 x 1 Year Lease
* Gross Income $31,000 + GST
* Market review at Option
This modern development is situated on the Western side of Old Pittwater Road, the main carriage way for the Northern Beaches providing access to the rest of Sydney. Conveniently positioned close to newly renovated Westfield Warringah Mall and all its ancillary services including Australia Post, banks, bus & taxi terminals, various retailers and eateries.
This clean, modern, high warehouse is a must see for any investor or future owner occupier.
Call Paul Cunningham on 0413 161 661 today for your inspection.
**All prices are per annum and quoted areas/measurements are approximations only**",127m²,NaN,-33.764261,151.2616725
1192,"100 Collins Street, Alexandria, NSW 2015 - For Sale - Offices ","$495,000 - $520,000",Service Available - Fibre to the node (FTTN),"100 Collins Street, Alexandria, NSW","Ray White Commercial is proud to present suite 3.04, 100 Collins Street, Alexandria to the market For Sale. This suite is situated on the top floor of one of Alexandria's best creative commercial strata buildings 'Collins on Bourke'. This light filled blank canvass provides a fantastic opportunity to invest and occupy your new office or seek a potential tenant. The property may be sold with a rental guarantee for the first 6-12months at $35,000 + GST.
• 72m2* light filled creative office space
• Single secure car space provided
• Access to balcony off suite
• Onsite bar/restaurant & opposite The Grounds precinct
• 900m* to Green Square train station
• 4km* to Sydney airport
*Approximately",72m²,Showrooms,-33.9108041,151.1957777
1193,"19, 117 Old Pittwater Road, Brookvale, NSW 2100 - Sale / Lease - Offices - ID: 360491","$1,000,000",Service Available - Fibre to the building (FTTB),"117 Old Pittwater Road, Brookvale, NSW","Large light filled North facing ground floor office space with spacious balcony in Lifestyle Working Brookvale is now available for lease.
Benefit from having your business located in this award-winning development.
Details:
•	For Sale at $1,000,000 excl GST if applicable.
•	For lease at $70,000 per annum net excluding GST
•	Outgoings approx. $14,306 per annum excluding GST
•	Net lettable area of 141.3 sqm
•	4 Car Spaces.
What makes this complex different?
Lifestyle Working is not your typical commercial development. This is the only strata building to have a 5½ star Energy and 6-star Water NABERS rating certification in Australia. With an innovative design concept, it encompasses sustainable principles, the natural environment and the lifestyle of the Northern Beaches.
The varied types of occasional and formal meeting points create activity and vitality within the building. The design and layout enhance the amount of natural light and air flow throughout the complex. But its not just the design and functionality that makes Lifestyle Working different it is all the extras that come included.
There is:
• The heated lap pool – have a swim before work or at lunch time or after work.
• The high-tech meeting rooms fully fitted for presentations – you don’t need to waste space or fitout meeting rooms just choose the one that suits your meeting needs from 4 people to 20 people.
• Common break out areas – you don’t need to go far to find a nice spot to have your lunch or have an informal meeting. If you just want to get out of the office and work outside for a while you will find the space here.
• With the latest WIFI technology internet access is available throughout the central common areas of the building at no extra cost. Additionally, each tenancy has the internet connected with its own IP address.
Please contact Rob or Leigh to request more information or to arrange an inspection:",141.1m²,NaN,-33.7668962,151.2626167
1194,"10 Market Street, Brisbane City, QLD 4000 - For Sale - Offices - ID: 370151",Contact Agent,Service Available - Fibre to the building (FTTB),"10 Market Street, Brisbane City, QLD","10 Market Street is a strata titled building located in the heart of the Golden Triangle. This opportunity is targeted at high end professionals who prefer to own their own piece of the CBD. The building offers individual suites from 40sqm or up to full floors of 450sqm.
This prime location with proximity to Brisbane's iconic Eagle Street Pier is your opportunity to secure some of Brisbane's best strata titled office space.
A counter cyclical play in a low cost of debt environment makes 10 Market Street a must inspect for all owner occupiers or investors.",42m² - 500m²,NaN,-27.4697045,153.029705
1195,"Level 17/87-89 Liverpool Street, Sydney, NSW 2000 - For Sale - Offices - ID: 305182","$830,000",Service Available,"89 Liverpool Street, Sydney, NSW","The office has been partitioned into 3 rooms plus reception area. There are windows in two sides, bright and neat.
Sold with existing tenancy which will expire on Nov 30, 2021
Outgoings:
Strata Levy: 1227.25
Council Rate: $179.40
Water Rate: $60
Per Quarter ( Approx )
For more information, please contact William 0419 406 645",56m²,NaN,-33.8766263,151.2066482
1196,"Ground Level / Unit B, 333 Charles Street, North Perth, WA 6006 - For Sale - Offices ","ONLY $849,000 + GST",Not Currently Available,"Level / Unit B, 333 Charles Street, North Perth, WA","A very high profile ground floor opportunity with a strata area of 254m2.
- 165m2 ground floor corner office (could also suit retail)
- 34m2 balcony / alfresco area that is allocated as part lot
- 55m2 - 4 undercover allocated car-bays as part-lot plus plenty of nearby street parking including along Charles Street in non -peak times.
- Corner location providing a high level of natural light and massive street exposure and signage.
- Very well presented office space in a modern building.
- Fully partitioned to include reception, Large corner boardroom, 3 offices, open plan work area for 10, Large store-room / training room or could be additional open plan, Server room and private male and female toilets, private kitchen area.
- Current lay-out is a very practical use of the space.
- Security System
- Reverse cycled air-con
- Connected to fibre optic cable
- Building has disabled toilet.
- Massive amounts of vehicles passing daily - estimated at daily average of over 25,000.
Location
- Quality location situated on the main arterial Charles Street only a short distance from the CBD.
- Easy access to the Mitchell Freeway and Graham Farmer Freeway
- Osborne Park, Mount Hawthorn and North Perth commercial precincts are all close by.
- Glendalough Railway Station is serviced by Bus along Scarborough Beach Rd.
- The local area is undergoing a development change and will over the coming years change for the better with multiple mixed use developments planned.
- Compared to other properties that are available in this size and price bracket this property has the edge. Definitely a must to inspect!!
Call now for an inspection or for more info",165m²,Retail,-31.9281801,115.8524348
1197,"A Unit On Coonawarra Road, Winnellie, NT 0820 - For Sale - Industrial - ID: 340146","$298,500 + GST",Service Available - Fibre to the premises (FTTP),"Coonawarra Road, Winnellie, NT","Now available in Winnellie is this Modern Strata Unit of 178m2. Winnellie is a well-established industrial area, located approximately a five minute drive from the Darwin CBD. It enjoys easy access to arterial roads and is close to both rail and port network. This property forms part of a modern, industrial complex of concrete block construction, built in 2014. The unit comprises a warehouse and self-contained living quarters within. The warehouse is accessed through wide, high clearance electric roller-doors and second PA door. Improvements in excess of $75k have been spent on fit-out which includes a 39m2 mezzanine with two air-conditioned rooms and office landing. Downstairs has an air-conditioned lounge/kitchen area and separate bathroom. The unit has been fully data cabled, has bottled gas connection and has a fully monitored alarmed. The property has a secured, bitumen paved yard area of 39m2 accessed by rear roller door and has an allocated car-park and loading bay to the front.
•	Area Under Title 178m2.
•	97m2 Warehouse.
•	39m2 Mezzanine.
•	2 x air-conditioned bedrooms and office landing.
•	Air-conditioned lounge/kitchen area and separate bathroom.
•	Data-cabling.
•	Bottled gas connected with instantaneous hotwater service.
•	39m2 secured external rear yard area.
•	Car space and loading bay on title.
•	Ample Street parking.
Now is the time to take advantage of this unique opportunity to establish your business in a central location at a very reasonable price. There has never been a better time to buy property in Darwin and the astute investor also will consider the diverse options this property can provide from occupation by the business operator, potential to provide FIFO support, accommodation, archives and/or storage. The property is currently used for FIFO operations, as an add on to a local business, with significant cost savings achieved in accommodation, commercial leasing and motor vehicle storage. Great investment for a local or FIFO business, all the work is done here ready to move in.
For further information or to arrange an inspection, please contact John Grant on 0429982540 or Email: jgrant@ljhcd.com.au",136m²,NaN,-12.4306739,130.8835968
1198,"Level 12/87-89 Liverpool Street, Sydney, NSW 2000 - For Sale - Offices ",Price on Request,Service Available - Fibre to the building (FTTB),"89 Liverpool Street, Sydney, NSW","The office has been partitioned into 3 rooms plus reception area. There are windows in two sides, bright and neat.
Features include
- Office is 88 sqm plus one parking , total 103 sqm
- Close to Town Hall
- Bright and neat
- One secured parking
Features include
- World Tower Office For Sale
- Close to Town Hall
- Bright and neat
Outgoings:
Strata Levy : $1741.19/Per Quarter
Council Rate: $736.95/ Annual
Water Rate: $ 153.56/ Per Quarter
For more information, please contact William 0419 406 645",103m²,Showrooms,-33.8766263,151.2066482
1199,"5/54-66 Perrin Drive, Underwood, QLD 4119 - For Sale - Offices ",Contact Agent,Build Commenced,"66 Perrin Drive, Underwood, QLD","* Brand new office with fit-out incentives available
* Can be combined with other units
* Fully secure building with swipe card access after hours
* Monitored security system
* Ducted air-conditioning throughout
* Ample on site parking for 49 vehicles including undercover and external
* Lift access to all floors
* Walking distance to cafes
* Just minutes from M1/Gateway and major arterial roads
Underwood is located 18 kilometres South East of the Brisbane CBD. It is bounded by Millers Road, Underwood Road, the South-East Freeway, Logan Road and roughly Compton Road. It includes Logan Road, Kingston Road, Compton Road and surrounding area encompass the Underwood business centre, which is a mixed-use urban development area incorporating the Underwood/Slacks Creek industrial estate as well as retail, commercial and office establishments. Retailers in Underwood include Bunnings, Big W and Woolworths as well as The Zone, which is a privately owned retail estate.
Logan City is situated along one of the most important economic corridors in Australia. From the Sunshine Coast to Coolangatta, a powerhouse of commerce and service industry sector development will continue to grow in support of the Brisbane CBD, the Port of Brisbane and the Brisbane Airport.",90m²,Medical,-27.61749,153.111519
1200,"14 Mortimer Street, Ipswich, QLD 4305 - EOI - Medical ",Price Upon Application,Service Available - Fibre to the premises (FTTP),"14 Mortimer Street, Ipswich, QLD","* Stand Alone Professional Office Premises
* Well Appointed and Presented
* Building Has Two Separate Tenancies With Areas Of approximately 120m2 & 83m2
* Both Tenancies Have Self Contained Amenities & Kitchenettes
* Features - Reception/Waiting Room/Individual Offices/Data/Telephone/NBN/Carpet Floor Coverings/Ramp Access
* On Site Undercover Car Parking
* Property Is Fully Leased With Return
* Land Parcel - 769m2
* Zoning - CBD Primary Commercial",120m²,Offices,-27.6140148,152.7640574
1201,"1025 Stanley Street East, East Brisbane, QLD 4169 - For Sale - Industrial ",Contact Agent,Build Commenced,"1025 Stanley Street East, East Brisbane, QLD","Features:
- Refurbished office space with polished timber floors
- Reception area, open plan and partitioned areas
- Air-conditioning throughout office
- 480sqm* concrete yard area perfect for storage or parking up to 22 Vehicles
- Huge exposure to Stanley Street
- Brand new three year lease with options
Location:
1025 Stanley Street East, East Brisbane is superbly situated 2.7* kilometres from the Brisbane CBD. Stanley Street East offers easy access to the Pacific Motorway, Clem 7 Tunnel and the Gateway Motorway.
For further information, or to book an inspection, please contact the marketing agents at Ray White Commercial QLD.
*approximately",167m²,Offices,-27.4880806,153.0503321
1202,"18 Campus Crescent, Robina, QLD 4226 - Sale / Lease - Medical ",Price Upon Application,Service Available - Fibre to the node (FTTN),"18 Campus Crescent, Robina, QLD","Ray White Commercial TradeCoast is pleased to present Vicinity Robina, an exciting new medical/specialists centre within the thriving Robina town centre and health hub.
Robina is considered to be the heart of the Gold Coast regions economic and commercial growth hub, given it's strategic proximity to the M1 motorway, Gold Coast International Airport and the Brisbane CBD.
Vicinity is ideally located with potential access to 65* General Practitioners as a referral base within a 2km* radius of the site and will form part of Robina's expanding medical/health hub anchored by the 364 bed public Robina Hospital, Robina Private Hospital, Queensland Health's Medical Precinct and the Bond University Clinical Education and Research Centre. The medical industry in Robina is experiencing strong growth with healthcare jobs projected to increase 195% by 2050.
Vicinity will offer owner occupiers and tenants the opportunity to purchase or lease brand new specialists suites to suit their requirements.
Property Features:-
- Ground floor tenancies ranging from 70sqm* - 864sqm*
- First floor tenancies ranging from 61sqm* - 1387sqm*
- Second floor will have access from both lift and open foyer staircase
- 22 on grade car parks
- 58 basements car parks
- Ambulance bay
- Coffee kiosk in main foyer
- 1.5km* from M1
- 20km* from Gold Coast Airport
- 81km* from Brisbane CBD
SALE & LEASE PRICE ON APPLICATION
For further information or to arrange an inspection call marketing agents Jonathon Jones 0439 624 813 or Franz Stapelberg 0430 655 676.
* Approx.",61m² - 2251m²,Offices,-28.0752861,153.3783417
